Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season,CorsiFor,CorsiAgainst,CorsiForPerc,CorsiForPercRel,FenwickF,FenwickA,FenwickPerc,FenwickPercRel,TeamOnIceShootPerc,TeamOnIceSavePerc,ShootPercPlusSavePerc,OZoneStartPerc,DZoneStartPerc,ATOIEV,TakeAways,GiveAways,EPlusMin,ShotAttempts,ShotThruPerc,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,ShiftLength,CorsiForRelES,GFPer60,GAPer60,ATOIPP,PPCorsiPercRel,PPGFPer60,PPGAPer60,ATOISH,CorsiForRelSH,SHFPPer60,SHGAPer60
Mikko Koivu,37,CBJ,C,7,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,3,33.3,87,12:28,1,10,32,38,45.7,koivumi01,20-21,47,83,36.2,-9.8,35,62,36.1,-10.0,14.8,85.0,99.8,40.9,59.1,11:16,3,2,-2.5,7.0,42.9,1,0.14,0.14,0.29,0.11,0.43,2,1,3,1,4,0,9,3,1.8,4.4,-2.5,0.1,0.0,0.1,1.0,0:40,-9.8,3.0,4.6,0:02,25.0,0.0,0.0,1:09,-4.9,0.0,22.3
Keegan Kolesar,23,VEG,RW,44,3,10,13,-4,30,0.7,3,0,0,0,10,0,0,46,6.5,420,9:33,15,107,62,73,45.9,koleske01,20-21,388,360,51.9,-2.2,273,253,51.9,-2.1,9.6,88.8,98.4,57.6,42.4,9:30,9,7,2.3,76.0,60.5,4,0.07,0.23,0.3,0.1,1.05,5,15,20,7,19,0,22,0,19.2,16.9,2.3,0.5,0.3,0.7,,0:59,-2.2,2.7,3.2,0:01,11.2,0.0,0.0,0:00,-15.3,0.0,0.0
Leo Komarov,34,NYI,C,33,1,7,8,7,15,0.6,1,0,0,1,6,0,1,27,3.7,423,12:50,11,83,26,41,38.8,komarle01,20-21,311,333,48.3,-1.4,237,235,50.2,0.4,7.7,94.7,102.4,53.8,46.2,11:29,10,8,3.2,41.0,65.9,2,0.03,0.21,0.24,0.07,0.82,2,10,12,4,15,0,12,3,16.0,12.8,3.2,-0.2,0.8,0.6,,0:47,-1.4,2.2,1.4,0:05,15.2,0.0,0.0,1:12,7.5,1.5,4.5
Travis Konecny,23,PHI,C,50,11,23,34,-5,26,2.9,7,4,0,1,16,7,0,100,11.0,795,15:54,16,55,6,12,33.3,konectr01,20-21,649,528,55.1,3.8,470,409,53.5,2.1,8.0,89.7,97.7,55.2,44.8,13:35,16,15,-0.7,191.0,52.4,12,0.22,0.46,0.68,0.24,2.0,17,34,51,19,41,14,34,0,23.9,24.5,-0.7,2.4,0.6,2.9,3.0,0:45,3.8,2.4,2.8,2:16,2.1,7.4,1.1,0:01,-17.1,0.0,0.0
Anže Kopitar,33,LAK,C,56,13,37,50,-7,10,4.7,10,3,0,4,17,20,0,118,11.0,1186,21:11,37,45,661,493,57.3,kopitan01,20-21,784,752,51.0,4.9,592,572,50.9,4.5,9.0,88.7,97.7,49.0,51.0,15:51,12,34,-3.2,216.0,54.6,17,0.23,0.66,0.89,0.31,2.11,20,55,75,26,65,27,63,17,31.2,34.4,-3.2,3.3,1.4,4.7,1.0,0:42,4.9,2.6,3.0,3:15,8.8,8.9,0.3,2:04,-4.6,0.0,8.8
Klim Kostin,21,STL,C,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,0,,28,13:48,0,9,0,0,,kostikl01,20-21,15,15,50.0,0.0,11,14,44.0,-6.0,16.7,83.3,100.0,30.8,69.2,13:48,1,2,-0.7,2.0,0.0,0,0.0,0.5,0.5,0.14,0.0,0,1,1,0,1,0,2,0,0.5,1.2,-0.7,0.0,0.0,0.0,,0:51,0.0,2.2,4.3,0:00,,,,0:00,88.9,,
Jesperi Kotkaniemi,20,MTL,C,56,5,15,20,-1,12,1.2,5,0,0,1,11,4,0,87,5.7,829,14:48,27,84,263,286,47.9,kotkaje01,20-21,697,559,55.5,1.6,482,419,53.5,0.3,7.3,91.6,98.9,56.9,43.1,12:52,33,24,3.6,158.0,55.1,7,0.09,0.27,0.36,0.12,1.55,8,22,30,10,32,7,25,0,26.8,23.2,3.6,0.3,0.9,1.2,1.0,0:45,1.6,2.1,2.0,1:53,1.8,4.0,0.6,0:01,,0.0,0.0
Vitali Kravtsov,21,NYR,RW,20,2,2,4,-6,4,0.0,2,0,0,0,2,0,0,23,8.7,248,12:24,6,7,0,2,0.0,kravtvi01,20-21,173,221,43.9,-0.1,134,167,44.5,-0.3,4.9,89.7,94.6,49.1,50.9,12:07,7,13,-2.5,42.0,54.8,2,0.1,0.1,0.2,0.08,1.15,3,3,6,2,5,0,12,0,7.9,10.4,-2.5,-0.1,0.0,0.0,,0:47,-0.1,1.2,3.0,0:10,8.6,0.0,0.0,0:01,,0.0,0.0
Peyton Krebs,20,VEG,C,4,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0.0,46,11:26,1,4,6,3,66.7,krebspe01,20-21,37,30,55.2,1.5,30,19,61.2,8.2,12.0,84.6,96.6,72.2,27.8,10:39,1,1,0.5,5.0,20.0,0,0.0,0.25,0.25,0.07,0.25,0,1,1,0,3,0,2,0,2.0,1.5,0.5,0.0,0.1,0.1,,0:29,1.5,4.2,2.8,0:45,11.6,0.0,0.0,0:00,,,
Chris Kreider,29,NYR,LW,50,20,10,30,-1,34,3.6,9,11,0,4,7,3,0,102,19.6,870,17:24,35,115,30,45,40.0,kreidch01,20-21,568,577,49.6,2.7,425,423,50.1,2.3,10.3,89.4,99.7,49.8,50.2,13:20,17,32,1.2,177.0,57.6,13,0.4,0.2,0.6,0.27,2.04,30,15,45,20,63,31,36,3,25.9,24.7,1.2,2.7,0.9,3.6,,0:46,2.7,2.9,2.9,3:35,7.6,10.5,0.3,0:30,3.7,0.0,7.0
David Krejčí,34,BOS,C,51,8,36,44,16,16,4.7,5,3,0,1,23,13,0,83,9.6,874,17:08,26,25,321,271,54.2,krejcda01,20-21,738,549,57.3,3.8,565,421,57.3,2.5,8.3,95.1,103.4,65.0,35.0,14:33,21,28,13.7,141.0,58.9,14,0.16,0.71,0.86,0.27,1.63,12,54,66,21,59,25,17,0,31.2,17.5,13.7,2.9,1.8,4.7,,0:43,3.8,2.7,1.2,2:31,-3.8,11.7,0.9,0:03,2.6,0.0,0.0
Torey Krug,29,STL,D,51,2,30,32,11,25,5.2,1,1,0,0,18,12,0,111,1.8,1150,22:33,57,51,0,0,,krugto01,20-21,808,845,48.9,0.6,635,651,49.4,1.8,10.8,90.9,101.6,50.5,49.5,19:16,7,25,-3.2,208.0,52.9,9,0.04,0.59,0.63,0.18,2.18,3,45,48,14,75,22,46,3,36.7,39.8,-3.2,2.1,3.2,5.2,,0:37,0.6,3.2,2.6,2:51,0.0,9.0,0.0,0:24,6.6,0.0,8.8
Dominik Kubalík,25,CHI,LW,56,17,21,38,-3,18,4.2,13,4,0,1,11,10,0,156,10.9,869,15:31,17,57,0,3,0.0,kubaldo01,20-21,606,670,47.5,1.8,444,497,47.2,2.6,9.0,91.3,100.3,49.7,50.3,13:02,12,19,-0.1,260.0,60.0,15,0.3,0.38,0.68,0.27,2.79,26,31,57,23,50,18,35,0,30.8,30.9,-0.1,3.3,0.9,4.2,1.0,0:36,1.8,2.6,2.7,2:24,6.7,7.9,0.9,0:00,3.9,0.0,0.0
Karson Kuhlman,25,BOS,C,20,2,0,2,-6,0,-0.1,2,0,0,0,0,0,0,31,6.5,213,10:39,4,27,2,2,50.0,kuhlmka01,20-21,179,152,54.1,-1.7,143,111,56.3,-0.7,2.8,87.3,90.2,54.2,45.8,10:18,2,1,1.7,47.0,66.0,1,0.1,0.0,0.1,0.05,1.55,3,0,3,2,3,0,11,1,7.8,6.0,1.7,-0.2,0.0,-0.1,,0:51,-1.7,0.9,2.9,0:00,,0.0,0.0,0:20,-13.7,0.0,8.9
Dean Kukan,27,CBJ,D,35,1,4,5,-3,10,1.0,1,0,0,0,4,0,0,29,3.4,497,14:11,38,36,0,0,,kukande01,20-21,372,429,46.4,0.3,295,318,48.1,2.1,7.6,91.7,99.3,58.0,42.0,14:07,6,17,-1.8,50.0,58.0,2,0.03,0.11,0.14,0.05,0.83,2,6,8,3,17,0,19,0,17.3,19.1,-1.8,0.0,1.0,1.0,,0:45,0.3,2.1,2.3,0:01,16.6,0.0,0.0,0:02,-16.8,0.0,0.0
Brett Kulak,27,MTL,D,46,2,6,8,3,20,1.9,2,0,0,0,6,0,0,57,3.5,741,16:06,54,28,0,0,,kulakbr01,20-21,699,546,56.1,2.9,505,390,56.4,4.4,6.7,92.1,98.8,60.9,39.1,15:59,8,33,4.7,113.0,50.4,3,0.04,0.13,0.17,0.06,1.24,3,9,12,4,25,0,23,1,28.6,23.9,4.7,0.2,1.7,1.9,,0:36,2.9,2.0,1.8,0:01,10.1,0.0,0.0,0:02,-16.3,0.0,25.2
Dmitry Kulikov,30,TOT,D,48,0,4,4,-3,28,0.9,0,0,0,0,4,0,0,51,0.0,920,19:10,49,93,0,0,,kulikdm01,20-21,727,642,53.1,2.2,553,504,52.3,2.7,7.1,90.8,97.9,41.2,58.8,16:53,8,31,4.0,,,1,0.0,0.08,0.08,0.02,1.06,0,6,6,2,29,0,49,15,31.6,27.6,4.0,-0.7,1.6,0.9,,0:39,3.6,2.5,2.2,0:02,,,,2:13,-8.2,0.0,0.0
Luke Kunin,23,NSH,C,38,10,9,19,3,13,2.3,10,0,0,2,9,0,0,71,14.1,532,13:59,20,84,15,30,33.3,kuninlu01,20-21,410,473,46.4,-4.9,319,363,46.8,-5.6,10.0,92.5,102.5,50.6,49.4,12:58,8,9,-2.2,117.0,60.7,8,0.26,0.24,0.5,0.21,1.87,15,13,28,12,23,0,24,3,20.1,22.2,-2.2,1.6,0.7,2.3,,0:40,-4.9,2.8,2.6,0:38,-7.0,0.0,0.0,0:22,5.8,0.0,12.8
Janne Kuokkanen,22,NJD,C,50,8,17,25,-11,14,1.7,7,1,0,1,14,3,0,61,13.1,739,14:46,19,10,1,8,11.1,kuokkja01,20-21,602,565,51.6,1.6,445,444,50.1,0.7,9.9,88.3,98.2,51.1,48.9,13:30,22,14,-4.9,113.0,54.0,9,0.16,0.34,0.5,0.18,1.22,12,25,37,13,36,6,40,1,23.6,28.5,-4.9,1.3,0.4,1.7,,0:37,1.6,2.7,3.4,1:12,3.0,5.9,1.0,0:02,-10.1,0.0,21.6
Rasmus Kupari,20,LAK,C,7,1,0,1,-5,2,-0.1,1,0,0,0,0,0,0,8,12.5,80,11:28,3,7,35,30,53.8,kuparra01,20-21,60,54,52.6,6.3,43,46,48.3,3.4,3.6,81.3,84.8,39.0,61.0,10:37,0,0,-1.2,10.0,80.0,1,0.14,0.0,0.14,0.08,1.14,2,0,2,1,1,0,6,0,2.0,3.2,-1.2,0.0,-0.1,-0.1,,0:34,6.3,0.8,4.8,0:48,-0.6,0.0,0.0,0:01,,0.0,0.0
Sean Kuraly,28,BOS,C,47,4,5,9,-10,20,-0.1,4,0,0,2,4,0,1,88,4.5,661,14:04,21,99,229,170,57.4,kuralse01,20-21,448,481,48.2,-7.8,360,363,49.8,-7.1,6.0,90.0,96.1,24.0,76.0,12:08,24,13,-2.5,133.0,66.2,3,0.09,0.11,0.19,0.07,1.87,6,7,13,5,17,0,30,5,18.4,20.9,-2.5,-0.5,0.5,-0.1,,0:49,-7.8,1.7,2.6,0:02,-36.2,0.0,0.0,1:53,3.9,0.7,3.4
Philipp Kurashev,21,CHI,C,54,8,8,16,-9,12,1.0,6,2,0,1,5,3,0,65,12.3,706,13:05,18,32,102,146,41.1,kurasph01,20-21,483,568,46.0,-0.3,341,434,44.0,-1.7,7.8,92.0,99.8,51.0,49.0,11:36,18,16,-7.4,106.0,61.3,7,0.15,0.15,0.3,0.12,1.2,12,12,24,10,29,8,29,0,21.6,29.0,-7.4,0.5,0.5,1.0,0.0,0:52,-0.3,2.0,2.7,1:25,6.5,6.2,0.8,0:00,-12.9,0.0,0.0
Evgeny Kuznetsov,28,WSH,C,41,9,20,29,7,18,3.1,8,1,0,4,13,7,0,78,11.5,679,16:34,18,21,204,289,41.4,kuzneev01,20-21,508,484,51.2,1.2,393,383,50.6,1.0,13.6,90.9,104.5,72.5,27.5,14:04,16,19,-0.1,122.0,63.9,10,0.22,0.49,0.71,0.25,1.9,14,30,44,16,52,15,30,0,22.8,22.9,-0.1,2.1,1.0,3.1,1.0,0:39,1.2,3.8,2.6,2:29,-0.6,8.9,3.0,0:02,,0.0,0.0
Oliver Kylington,23,CGY,D,8,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,7,0.0,105,13:05,1,3,0,0,,kylinol01,20-21,94,78,54.7,4.8,72,69,51.1,2.0,8.2,91.1,99.3,75.0,25.0,12:52,2,4,1.1,16.0,43.8,0,0.0,0.13,0.13,0.03,0.88,0,2,2,1,4,0,4,0,4.5,3.4,1.1,0.0,0.2,0.1,,0:51,4.8,2.3,2.3,0:06,-79.4,0.0,0.0,0:06,,0.0,0.0
Jordan Kyrou,22,STL,C,55,14,21,35,1,12,3.6,14,0,0,2,18,3,0,98,14.3,793,14:25,13,7,6,6,50.0,kyroujo01,20-21,643,623,50.8,3.6,478,476,50.1,2.8,11.3,88.5,99.8,54.9,45.1,13:11,32,22,1.0,171.0,57.3,13,0.25,0.38,0.64,0.24,1.78,21,31,52,20,45,5,40,0,29.2,28.1,1.0,2.8,0.9,3.6,1.0,0:59,3.6,3.3,3.3,1:15,-3.3,4.4,0.0,0:00,-10.5,0.0,0.0
Joel L'Esperance,25,DAL,RW,12,2,0,2,-2,2,0.2,2,0,0,1,0,0,0,8,25.0,113,9:25,0,16,7,10,41.2,lespejo01,20-21,75,80,48.4,-5.2,64,60,51.6,-3.8,6.8,88.6,95.5,34.3,65.7,8:33,1,3,-0.2,20.0,40.0,1,0.17,0.0,0.17,0.09,0.67,3,0,3,2,3,0,5,0,3.4,3.6,-0.2,0.1,0.1,0.2,,0:32,-5.2,1.8,2.9,0:51,-27.8,0.0,0.0,0:00,86.5,0.0,0.0
Kevin Labanc,25,SJS,RW,55,12,16,28,-9,31,2.4,12,0,0,2,13,3,0,129,9.3,903,16:25,15,61,0,1,0.0,labanke01,20-21,744,724,50.7,3.9,560,574,49.4,1.5,9.4,89.5,98.9,44.8,55.2,14:13,17,24,3.8,228.0,56.1,11,0.22,0.29,0.51,0.2,2.35,18,24,42,16,44,7,48,0,36.8,33.0,3.8,1.7,0.7,2.4,3.0,0:51,3.9,2.8,3.4,2:10,0.2,3.5,2.0,0:00,-17.1,0.0,0.0
Tanner Laczynski,23,PHI,C,5,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,6,0.0,50,9:59,1,5,11,16,40.7,laczyta01,20-21,28,34,45.2,-9.7,25,26,49.0,-5.5,4.8,100.0,104.8,33.3,66.7,8:47,2,1,-0.3,9.0,66.7,0,0.0,0.0,0.0,0.0,1.2,0,0,0,0,1,0,1,1,1.7,2.0,-0.3,-0.1,0.1,-0.1,,0:23,-9.7,1.4,0.0,0:00,,0.0,0.0,1:06,4.6,0.0,10.1
Sam Lafferty,25,PIT,C,34,0,6,6,-6,25,-0.3,0,0,0,0,6,0,0,33,0.0,332,9:47,11,89,55,50,52.4,laffesa01,20-21,238,280,45.9,-5.6,189,216,46.7,-5.3,6.3,91.2,97.5,25.3,74.7,9:36,7,6,-2.7,57.0,57.9,2,0.0,0.18,0.18,0.05,0.97,0,9,9,2,9,0,15,1,10.5,13.2,-2.7,-0.3,0.0,-0.3,,0:25,-5.6,1.7,2.6,0:01,,0.0,0.0,0:09,-13.5,0.0,15.5
Alexis Lafrenière,19,NYR,LW,56,12,9,21,-7,8,1.8,12,0,0,4,9,0,0,67,17.9,777,13:53,11,43,13,18,41.9,lafreal01,20-21,571,678,45.7,-1.5,451,510,46.9,-0.6,9.1,90.8,99.9,53.8,46.2,12:36,15,18,-6.5,115.0,58.3,9,0.21,0.16,0.38,0.16,1.2,18,13,31,13,32,2,37,0,26.3,32.8,-6.5,1.2,0.6,1.8,,0:40,-1.5,2.6,3.0,1:16,-6.9,1.7,1.7,0:00,11.0,0.0,0.0
William Lagesson,24,EDM,D,19,0,2,2,0,9,0.5,0,0,0,0,2,0,0,11,0.0,269,14:09,14,15,0,0,,lageswi01,20-21,150,222,40.3,-10.9,109,160,40.5,-10.9,14.3,92.1,106.4,39.8,60.2,12:53,3,7,-4.0,29.0,37.9,1,0.0,0.11,0.11,0.03,0.58,0,3,3,1,9,0,10,1,5.3,9.3,-4.0,-0.1,0.6,0.5,,0:45,-10.9,2.2,2.2,0:02,3.5,0.0,0.0,1:11,9.8,0.0,2.7
Patrik Laine,22,TOT,RW,46,12,12,24,-28,25,1.4,8,4,0,1,9,3,0,82,14.6,803,17:27,15,36,6,19,24.0,lainepa01,20-21,520,688,43.0,-5.1,402,532,43.0,-5.8,8.8,86.1,94.9,61.3,38.7,15:15,9,40,-6.6,,,10,0.26,0.26,0.52,0.21,1.78,18,17,35,14,40,12,57,0,24.4,31.0,-6.6,1.4,-0.1,1.4,,0:43,-5.0,2.3,4.8,2:09,11.5,6.8,0.6,0:01,-17.0,0.0,0.0
Juho Lammikko,25,FLA,RW,44,4,1,5,-8,10,-0.3,3,0,1,0,1,0,0,43,9.3,477,10:50,16,50,124,152,44.9,lammiju01,20-21,346,377,47.9,-6.0,278,296,48.4,-5.5,4.6,92.2,96.8,35.8,64.2,9:45,7,12,0.8,70.0,61.4,2,0.09,0.02,0.11,0.06,0.98,6,1,7,4,11,0,25,8,17.3,16.6,0.8,-0.4,0.1,-0.3,,0:30,-6.0,1.4,2.4,0:04,15.3,0.0,0.0,0:58,3.2,1.4,11.1
Gabriel Landeskog,28,COL,LW,54,20,32,52,14,34,5.9,11,9,0,8,26,6,0,155,12.9,1078,19:57,28,81,288,221,56.6,landega01,20-21,954,588,61.9,4.3,683,440,60.8,3.6,11.4,87.4,98.8,65.4,34.6,15:43,16,35,15.4,271.0,57.2,19,0.37,0.59,0.96,0.35,2.87,30,48,78,29,91,36,41,0,40.9,25.5,15.4,4.3,1.7,5.9,,0:41,4.3,3.9,2.8,4:08,4.5,9.6,0.3,0:02,7.4,0.0,0.0
Dylan Larkin,24,DET,C,44,9,14,23,-14,34,1.4,8,1,0,0,9,5,0,134,6.7,898,20:24,17,38,361,369,49.5,larkidy01,20-21,622,658,48.6,2.7,481,521,48.0,2.2,7.0,90.1,97.1,48.1,51.9,17:13,21,38,0.6,223.0,60.1,9,0.2,0.32,0.52,0.2,3.05,14,21,35,13,35,10,43,5,30.8,30.2,0.6,0.8,0.6,1.4,1.0,0:57,2.7,2.0,2.9,2:46,6.3,4.8,0.5,0:18,-0.8,0.0,19.7
Adam Larsson,28,EDM,D,56,4,6,10,2,24,2.7,4,0,0,0,6,0,0,52,7.7,1100,19:39,128,166,1,0,100.0,larssad01,20-21,718,847,45.9,-4.0,536,582,47.9,-1.3,9.0,92.4,101.3,36.6,63.4,17:19,12,42,-3.4,130.0,40.0,4,0.07,0.11,0.18,0.07,0.93,6,9,15,6,33,0,44,12,30.3,33.7,-3.4,0.1,2.6,2.7,,0:44,-4.0,2.0,2.0,0:01,-23.0,0.0,0.0,2:18,-0.5,0.0,5.6
Jacob Larsson,23,ANA,D,46,1,6,7,-9,14,1.2,1,0,0,0,5,0,1,42,2.4,800,17:23,59,37,0,0,,larssja01,20-21,555,652,46.0,-4.7,417,494,45.8,-4.2,8.5,90.5,99.0,43.6,56.4,15:23,4,24,-9.8,104.0,40.4,2,0.02,0.13,0.15,0.05,0.91,2,9,11,4,24,0,44,10,21.6,31.4,-9.8,-0.1,1.3,1.2,,0:40,-4.7,2.0,2.9,0:02,13.6,0.0,0.0,1:55,2.6,0.0,6.7
Johan Larsson,28,ARI,LW,52,8,6,14,-13,24,0.7,8,0,0,2,6,0,0,58,13.8,727,13:59,34,77,296,313,48.6,larssjo02,20-21,471,552,46.0,-3.6,358,420,46.0,-3.4,6.9,89.7,96.6,35.2,64.8,12:09,22,6,-6.2,106.0,54.7,6,0.15,0.12,0.27,0.11,1.12,12,9,21,9,18,1,43,12,20.3,26.5,-6.2,0.2,0.5,0.7,,0:29,-3.6,1.6,2.9,0:03,12.7,17.8,0.0,1:44,3.0,0.0,7.8
Scott Laughton,26,PHI,C,53,9,11,20,13,39,2.0,8,0,1,1,11,0,0,89,10.1,817,15:25,34,141,211,220,49.0,laughsc01,20-21,587,572,50.6,-2.2,445,423,51.3,-0.8,8.4,95.0,103.4,44.1,55.9,13:27,20,17,3.1,133.0,66.9,8,0.17,0.21,0.38,0.15,1.68,14,16,30,12,28,0,34,18,25.3,22.2,3.1,0.7,1.3,2.0,1.0,0:34,-2.2,2.3,1.3,0:07,-1.9,0.0,9.4,1:53,0.9,0.6,11.0
Jeremy Lauzon,23,BOS,D,41,1,7,8,8,40,2.5,1,0,0,0,6,0,1,48,2.1,767,18:43,53,98,0,0,,lauzoje01,20-21,547,518,51.4,-5.9,430,392,52.3,-5.8,8.2,91.4,99.6,46.3,53.7,15:33,7,20,2.1,98.0,49.0,2,0.02,0.17,0.2,0.06,1.17,2,10,12,4,31,0,33,9,24.5,22.4,2.1,0.0,2.5,2.5,,0:28,-5.9,2.4,2.3,0:02,-54.2,0.0,0.0,3:05,-6.6,2.4,4.3
Curtis Lazar,25,TOT,C,50,7,6,13,-6,6,0.9,7,0,0,1,6,0,0,55,12.7,666,13:19,22,99,160,175,47.8,lazarcu01,20-21,406,475,46.1,-6.3,328,365,47.3,-5.6,5.9,92.8,98.7,40.0,60.0,11:10,18,7,-0.9,,,5,0.14,0.12,0.26,0.11,1.1,11,9,20,8,16,2,33,14,18.7,19.6,-0.9,0.2,0.7,0.9,,0:45,-10.0,0.9,1.2,0:04,-87.9,0.0,0.0,2:03,-1.9,0.0,2.7
Nick Leddy,29,NYI,D,56,2,29,31,-3,8,4.9,1,1,0,1,19,10,0,79,2.5,1209,21:35,54,58,0,0,,leddyni01,20-21,809,934,46.4,-3.6,621,690,47.4,-3.3,8.2,91.2,99.3,48.7,51.3,19:01,6,32,3.0,146.0,54.1,9,0.04,0.52,0.55,0.16,1.41,3,43,46,13,57,18,43,1,40.4,37.4,3.0,2.0,2.9,4.9,,0:49,-3.6,2.1,2.4,2:10,4.8,8.7,0.0,0:18,3.4,3.1,3.1
Anders Lee,30,NYI,LW,27,12,7,19,11,12,3.0,9,3,0,3,6,1,0,80,15.0,473,17:32,13,39,63,65,49.2,leean01,20-21,409,326,55.6,8.1,324,240,57.4,9.3,10.8,91.8,102.6,60.7,39.3,14:59,7,9,11.1,117.0,68.4,9,0.44,0.26,0.7,0.32,2.96,18,10,28,13,31,5,15,1,23.1,12.0,11.1,1.9,1.1,3.0,,0:40,8.1,3.9,2.1,2:24,-8.7,4.4,0.0,0:03,26.1,0.0,116.1
Artturi Lehkonen,25,MTL,LW,47,7,6,13,-2,6,1.0,5,0,2,0,5,0,1,78,9.0,631,13:25,23,85,5,8,38.5,lehkoar01,20-21,465,418,52.7,-2.0,335,307,52.2,-1.6,5.4,91.4,96.8,52.5,47.5,11:16,3,13,-1.1,128.0,60.9,6,0.15,0.13,0.28,0.12,1.66,11,9,20,8,15,0,33,14,17.9,19.0,-1.1,0.3,0.6,1.0,,0:26,-2.0,1.5,2.2,0:05,-14.9,0.0,0.0,2:01,-9.8,1.3,8.8
Mikko Lehtonen,27,TOT,D,26,0,6,6,-2,8,0.9,0,0,0,0,5,1,0,33,0.0,413,15:53,15,30,0,0,,lehtomi03,20-21,283,359,44.1,-5.8,223,288,43.6,-5.7,7.1,92.2,99.3,47.5,52.5,14:33,8,10,-1.3,,,2,0.0,0.23,0.23,0.06,1.27,0,8,8,2,14,2,17,1,12.9,14.2,-1.3,0.1,0.8,0.9,,0:45,-6.6,1.7,2.7,0:40,0.2,0.0,0.0,0:34,-2.1,0.0,3.6
Josh Leivo,27,CGY,LW,38,6,3,9,-3,10,0.8,6,0,0,2,3,0,0,50,12.0,408,10:45,2,33,3,9,25.0,leivojo01,20-21,349,290,54.6,3.0,253,212,54.4,3.3,6.4,92.6,99.0,54.8,45.2,10:18,16,10,0.2,94.0,53.2,4,0.16,0.08,0.24,0.11,1.32,9,5,14,6,11,0,12,0,13.5,13.3,0.2,0.4,0.4,0.8,1.0,1:09,3.0,1.7,1.8,0:26,5.2,0.0,0.0,0:00,-11.4,0.0,0.0
Brendan Lemieux,24,TOT,LW,49,4,7,11,-2,73,0.7,4,0,0,1,7,0,0,50,8.0,496,10:08,26,109,6,20,23.1,lemiebr01,20-21,324,456,41.5,-6.3,255,333,43.4,-4.8,7.7,94.1,101.7,51.9,48.1,9:33,8,13,-4.7,,,4,0.08,0.14,0.22,0.08,1.02,6,10,16,6,14,0,16,0,14.9,19.6,-4.7,0.2,0.5,0.7,,0:44,-8.0,1.3,2.0,0:33,-36.4,0.0,0.0,0:01,,0.0,0.0
John Leonard,22,SJS,LW,44,3,10,13,-7,2,0.6,2,1,0,0,10,0,0,59,5.1,495,11:15,17,25,0,1,0.0,leonajo01,20-21,371,403,47.9,0.1,285,290,49.6,1.5,7.5,89.9,97.4,57.2,42.8,10:17,13,11,-0.8,104.0,57.7,4,0.07,0.23,0.3,0.1,1.34,5,15,20,7,19,4,23,0,17.0,17.7,-0.8,0.3,0.3,0.6,1.0,0:35,0.1,2.0,2.8,0:54,-5.1,5.8,2.9,0:01,-18.0,0.0,0.0
Otto Leskinen,23,MTL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,16,16:23,0,1,0,0,,leskiot01,20-21,12,13,48.0,5.8,7,9,43.8,5.8,0.0,100.0,100.0,83.3,16.7,16:23,0,2,0.1,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.8,0.6,0.1,0.0,0.0,0.0,,1:01,5.8,0.0,0.0,0:00,,,,0:00,,,
Kris Letang,33,PIT,D,55,7,38,45,19,32,7.2,6,1,0,2,23,14,1,132,5.3,1356,24:39,65,92,0,1,0.0,letankr01,20-21,926,933,49.8,-0.8,718,726,49.7,-1.2,11.6,92.0,103.6,55.0,45.0,20:04,23,55,-1.5,261.0,50.6,14,0.13,0.69,0.82,0.26,2.4,11,57,68,22,92,29,58,14,40.6,42.1,-1.5,3.7,3.5,7.2,2.0,0:44,-0.8,3.4,2.3,3:04,8.0,10.3,0.7,1:34,-2.4,0.7,10.3
Vinni Lettieri,25,ANA,C,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,7,0.0,64,12:43,1,9,2,3,40.0,lettivi01,20-21,41,52,44.1,-8.0,31,43,41.9,-8.8,7.7,82.8,90.5,58.6,41.4,10:51,2,1,-1.4,12.0,58.3,0,0.0,0.0,0.0,0.0,1.4,0,0,0,0,2,0,5,0,2.2,3.6,-1.4,-0.2,0.0,-0.2,,1:06,-8.0,2.2,5.5,1:51,1.2,0.0,0.0,0:00,,,
Tyler Lewington,26,NSH,D,2,0,1,1,4,9,0.4,0,0,0,0,1,0,0,4,0.0,28,14:10,4,1,0,0,,lewinty01,20-21,23,23,50.0,1.4,21,14,60.0,9.5,23.5,92.3,115.8,52.9,47.1,12:28,0,1,0.8,6.0,66.7,0,0.0,0.5,0.5,0.14,2.0,0,1,1,0,5,0,1,0,2.2,1.4,0.8,0.1,0.4,0.4,,0:30,1.4,9.6,2.4,0:00,,0.0,0.0,0:39,81.3,24.5,0.0
